original,modern translation
각각팔도의횡ᄒᆡᆼᄒᆞ며블의ᄒᆞᆫᄉᆞᄅᆞᆷ의ᄌᆞ믈아셔블상ᄒᆞᆫᄉᆞᄅᆞᆷ을구졔ᄒᆞ고슈령의뇌믈을탈취ᄒᆞ고창고을열어ᄇᆡᆨ셩을진휼ᄒᆞ니각유소동ᄒᆞ여창고직킨군ᄉᆞ잠을이르지못ᄒᆞ고직키ᄂᆞ길동의슈단이ᄒᆞᆫ변움ᄌᆞ긔면풍우ᄃᆡ작ᄒᆞ며운무ᄌᆞ옥ᄒᆞ야쳔지를분별치못ᄒᆞ니슈직ᄒᆞ난군ᄉᆞ손을묵근다시금졔치못ᄒᆞᄂᆞᆫ지라팔도의셔작난ᄒᆞ되명ᄇᆡᆨ키위여왈활빈당장슈홍길동이라졔명ᄒᆞ며횡ᄒᆡᆼᄒᆞ되뉘능히종젹을ᄌᆞ부리요팔도감ᄉᆞ일시예장문을올이거날젼하ᄐᆡᆨ견ᄒᆞ시니각각ᄒᆞ여시되홍길동ᄃᆡ젹이능히풍운을부려각읍의작난ᄒᆞ되아모날은이리이리ᄒᆞᆫ고을의군긔을도젹ᄒᆞ고아모졔난아모고을의창곡을탈취ᄒᆞ여시되이도젹의ᄌᆞᆺ최을ᄌᆞᆸ지못ᄒᆞ여황공ᄒᆞᆫᄉᆞ연을앙달ᄒᆞᄂᆞ이다ᄒᆞ여거날젼하보시고ᄃᆡ경ᄒᆞᄌᆞ각도장문일ᄌᆞ을상고ᄒᆞ시니길동의작난쳔날이동월동일이라젼하크게근심ᄒᆞᄌᆞ일변열읍의ᄒᆞ교ᄒᆞᄉᆞ무론ᄉᆞ셔인ᄒᆞ고만일이도젹을ᄌᆞ부면쳔금상을ᄒᆞ이라조ᄒᆞ시고팔도의어ᄉᆞ을나류와민심을안돈ᄒᆞ고이도젹을ᄌᆞ부라ᄒᆞ시니라,"각각 팔도에 횡행하며 불의한 사람의 재물을 앗아 불쌍한 사람을 구제하고, 수령의 뇌물을 탈취하고, 창고를 열어 백성을 진휼하니, 각유소동하여 창고지키는 군사 잠을 이루지 못하고 지키나, 길동의 수탄이 한 번 움직이면 풍우 대작하며 운무 자욱하여 천지를 분별치 못하니, 수직하는 군사 손을 묶인 듯이 금제치 못하는지라. 팔도에서 작란하되 명백히 외쳐 왈,
""활빈당 장수 홍길동이라.""
제명하며 횡행하되 뉘 능히 종적을 잡으리요?
팔도 감사 일시에 장문을 올리거늘, 전하 택견하시니 각각 하였으되,
""홍길동 대적이 능히 풍운을 부려 각읍에서 작란하여 아무 날은 이리 이리한 고을의 군기를 도적하고, 아무 때는 아무 고을의 창곡을 탈취하엿으되 이 도적의 자취를 잡지 못하여 황공한 사연을 앙달하나이다.""
하였거늘, 전하보시고 대경하사, 각도 장문 일자를 상고하시니 길동의 작란친 날이 동월 동일이라. 전하 크게 근심하사 일변 열읍에 하교하사,
""무론 사서인하고 만일 이 도적을 잡으면 천금상을 하리라.""
조하시고, 팔도에 어사를 내리어, 민심을 안돈하고 이 도적을 잡으라 하시니라."
이후로난길동이혹쌍교을타고단의며슈령을임으로출쳑ᄒᆞ고혹창고을통ᄀᆡᄒᆞ여ᄇᆡᆨ셩을진휼ᄒᆞ며죄인을ᄌᆞᄇᆞᄃᆞᄉᆞ리며옥문을열고무죄ᄒᆞᆫᄉᆞᄅᆞᆷ은방송ᄒᆞ며단이되각읍이종시그종젹을모로고도뢰혀분쥬ᄒᆞ여일국이흉흉ᄒᆞᆫ지라젼하진로ᄒᆞᄉᆞᄀᆞ로ᄉᆞᄃᆡ이엇더ᄒᆞᆫ놈의용ᄆᆡᆼ이ᄒᆞᆫ날의팔도의단이며이ᄀᆞᆺ치댝난ᄒᆞᄂᆞᆫ고나ᄅᆞ을위ᄒᆞ야이놈을ᄌᆞ블ᄌᆡ엄스니ᄀᆞ히ᄒᆞᆫ심ᄒᆞ도다ᄒᆞ시니게하의ᄒᆞᆫᄉᆞᄅᆞᆷ이츌반쥬왈신이비록ᄌᆡ조업ᄉᆞ오나일지병을쥬시면홍길동ᄃᆡ젹을ᄌᆞᄇᆞ젼하의근심을덜이이ᄃᆞᄒᆞ거날모다보니이ᄂᆞᆫ곳포도ᄃᆡ장이업이라,"이 후로는 길동이 혹 쌍교를 타고 다니며 수령을 임의로 출척하고, 흑 창고를 통개하여 백성을 진휼하며, 죄인을 잡아 다스리며, 옥문을 열고 무죄한 사람은 방송하며 다니되, 각 읍이 종시 그 종적을 모르고 도리어 분주하여 일국이 흉흉한지라. 전하 진로하사 가라사대,
""이 어떠한 놈의 용맹이 한 날에 팔도에 다니며 이같이 작란하는고? 나라를 위하여 이 놈을 잡을 자가 없으니 가히 한심하도다!""
하시니, 계하에 한 사람이 출반 주왈,
""신이 비록 재주 없사오나 일지병을 주시면 홍길동 대적을 잡아 전하의 근심을 덜리이다.""
하거늘, 모두 보니 이는 곧 포도대장 이업이라."
젼하긔특이너긔ᄉᆞ졍병일쳔을쥬시니이업이즉시궐하의슉ᄇᆡᄒᆞ직ᄒᆞ고직일발ᄒᆡᆼᄒᆞᆯᄉᆡ과쳔을지ᄂᆡ여ᄂᆞᆫ각각군ᄉᆞ을분발ᄒᆞ야약속을졍ᄒᆞ되너희난이리이리ᄒᆞᆫ고듸로좃ᄎᆞ아모날문경으로모히라ᄒᆞ고미복으로ᄒᆡᆼᄒᆞ야슈일후의ᄒᆞᆫ고듸이르니날이장ᄎᆞ져물거날쥬졈의드러쉬더니이윽고엇더ᄒᆞᆫ소년이나귀를타고동ᄌᆞ슈인을거ᄂᆞ리고드러와좌졍후의셩명과거지를통ᄒᆞ고담화ᄒᆞ더니그셔ᄉᆡᆼ이ᄎᆞ탄왈보쳔지ᄒᆡ막비왕토요솔토지민이막비왕신이라이졔ᄃᆡ젹홍길동이팔도의쟉난ᄒᆞ여민심을요란케ᄒᆞᄆᆡ젼하진로ᄒᆞᄉᆞ팔도의ᄒᆡᆼ관ᄒᆞ여방곡의지위ᄒᆞ여ᄌᆞ부라ᄒᆞ시되종시잡지못ᄒᆞ니분완ᄒᆞᆫ마음은일국이ᄒᆞᆫᄀᆞ지라날ᄀᆞᆺ튼ᄉᆞᄅᆞᆷ도약ᄀᆞᆫ용녁이잇셔이도젹을ᄌᆞ바ᄂᆞᄅᆞ의근심을덜고져ᄒᆞ되힘이넉넉지못ᄒᆞ고뒤흘도을ᄉᆞᄅᆞᆷ이엽스ᄆᆡᄀᆡ탄이로이ᄃᆞ,"전하 기특하게 여기사 정병 일천을 추시니, 이업이 즉시 궐하에 숙배하직하고 즉일 발행할새, 과천을 지나서는 각각 군사를 분발하여 약속을 정하되,
""너희는 이러 이러한 곳으로 쫓아 아무날 문경으로 모이라.""
하고, 미복으로 행하여 수일 후에 한 곳에 이르니, 날이 장차 저물거늘 주점에 들어 쉬더니, 이윽고 어떠한 소년이 나귀를 타고 동자 수인을 거느리고 들어와 좌정 후에 성명과 거지를 통하고 담화하더니, 그 서생이 차탄 왈,
""보천지하가 막비왕토요, 솔토지민이 박비왕신이라. 이제 대적 홍길동이 팔도에 작란하여 민심을 요란케 하매 전하 진로하사 팔도에 행관하여 방곡에 지위하여 잡으라 하시되 종시 잡지 못하니 분완한 마음은 일국이 한가지라. 나같은 사람도 약간 용력이 있어 이 도적을 잡아 나라의 근심을 덜고자 하되 힘이 넉넉치 못하고 뒤를 도울 사람이 없으매 개탄이로이다."""
이업이그셔ᄉᆡᆼ의모양을보고말을드르ᄆᆡ진슬로의긔남자라심ᄂᆡ예경복ᄒᆞ야나ᄋᆞᄀᆞ손을ᄌᆞᆷ고왈장ᄒᆞᄃᆞ이말이여츙의을겸ᄒᆞᆫᄉᆞᄅᆞᆷ이로다ᄂᆡ비록용녈ᄒᆞᄂᆞ쥭긔로쎠그ᄃᆡ의뒤흘도을거시니날과ᄒᆞᆷ긔이도젹을ᄌᆞ부미엇더ᄒᆞ뇨ᄒᆞᆫᄃᆡ그소년이ᄯᅩᄒᆞᆫ위ᄉᆞᄒᆞ고왈그ᄃᆡ말ᄉᆞᆷ이그러ᄒᆞᆯ진ᄃᆡ이졔날과ᄒᆞᆷ긔ᄀᆞᄌᆡ조을시험ᄒᆞ고홍길동의거쳐ᄒᆞ는듸를탐지ᄒᆞ리라ᄒᆞ니이업이응낙ᄒᆞ고그소년을ᄯᆞ라ᄒᆞᆷ긔깁푼산즁으로ᄀᆞ더니그소년이몸을소ᄉᆞ층암졀벽우희올나안즈며왈그ᄃᆡ심을다ᄒᆞ여날을ᄎᆞ면그용녁을ᄀᆞ히알이라ᄒᆞ거날,"이업이 그 서생의 모양을 보고, 말을 들으매 진실로 의기남자라. 심내에 경복하여, 나아가 손을 잡고 왈,
""장하다, 이 말이여! 충의를 겸한 사람이로다! 내 비록 영렬하나 죽기로써 그대의 뒤를 도울 것이니 나와 함께 이 도적을 잡음이 어떠하뇨?""
한대, 그 소년이 또한 위사하고 왈,
""그대 말씀이 그러할진대 이제 나와 함께 가 재주를 시험하고 홍길동이 거처하는 데를 탐지하리라.""
하니, 이업이 응락하고 그 소년을 따라 함께 깊은 산중으로 가더니, 그 소년이 몸을 솟아 층암절벽 위에 올라 앉으며 왈,
""그대 힘을 다하여 나를 차면 그 용력을 가히 알리라."" 하거늘,"
이업이ᄉᆡᆼ젼의긔력을ᄃᆞᄒᆞ야그소년을ᄎᆞ니그소년이몸을도라안즈며왈장ᄉᆞ로ᄃᆞ이만ᄒᆞ면홍길동ᄌᆞᆸ긔을념예치아니ᄒᆞ리로다그도젹이지금이산즁의잇시니ᄂᆡ몬쳠드러ᄀᆞ탐지ᄒᆞ고올거시니그ᄃᆡ난이고듸잇셔ᄂᆡ의도라오긔를지ᄃᆞ리라ᄒᆞ거날이업이허락ᄒᆞ고그고듸안져긔ᄃᆞ리더니이윽ᄒᆞ야형용이긔괴ᄒᆞᆫ군ᄉᆞ슈십인이다황건을쓰고오며워여왈네포도ᄃᆡ장이업인ᄃᆞ우리지부ᄃᆡ왕의명을ᄇᆞᄃᆞ너을ᄌᆞ부러왓노라ᄒᆞ고일시의달녀드러쳘쇄로묵거가니이업이혼불부신ᄒᆞ야지ᄒᆞ인쥴인ᄀᆞᆫ인쥴모로고ᄀᆞ더니경각의ᄒᆞᆫ고듸이르니의희ᄒᆞᆫ와ᄀᆡ궁궐ᄀᆞᆺᄐᆞᆫ지라,"이업이 생전 기력을 다하여 그 소년을 차니, 그 소년이 몸을 돌아앉으며 왈,
""장사로다! 이만하면 홍길동 잡기를 염려치 아니하리로다! 그 도적이 지금 이 산중에 있으니 내 먼저 들어가 탐지하고 올 것이니 그대는 이곳에 있어 나의 돌아오기를 기다리라.""
하거늘, 이업이 허락하고 그 곳에 앉아 기다리더니, 이윽하여 형용이 기괴한 군사 수십인이 다 황건을 쓰고 오며 외쳐 왈,
""네 포도대장 이업이냐? 우리는 지부대왕의 명을 받아 너를 잡으러 왔노라.""
하고, 일시에 달려들어 철쇄로 묶어 가니, 이업이 혼불부신하여 지하인 줄, 인간인 줄 모르고 가더니, 경각에 한 곳에 이르니 의회한 와가가 궁궐같은지라."
이업을ᄌᆞᄇᆞ졍하의ᄭᅮ리니젼상으셔슈죄ᄒᆞᄂᆞᆫ소ᄅᆡ나며ᄭᅮ지져왈네감이활빈당장슈홍길동을슈히보고ᄌᆞᆸ긔로ᄌᆞ당ᄒᆞᆯ다홍장군이하날의명을ᄇᆞ다팔도의단이며탐관오리와비리로취ᄒᆞᄂᆞᆫ놈의ᄌᆡ물을아셔불상ᄒᆞᆫᄇᆡᆨ셩을구휼ᄒᆞ거날너희놈이ᄂᆞᄅᆞ을소긔고임군으게무고ᄒᆞ여오른ᄉᆞᄅᆞᆷ을ᄒᆡ코져ᄒᆞᄆᆡ지부의셔너ᄀᆞᆺᄐᆞᆫ간ᄉᆞᄒᆞᆫ뉴를ᄌᆞᄇᆞ다ᄀᆞ다른ᄉᆞᄅᆞᆷ을경계코져ᄒᆞ시니ᄒᆞᆫ치말나ᄒᆞ고황건역ᄉᆞ을명ᄒᆞ여왈이업을ᄌᆞᄇᆞ풍도의부쳐영블츌셰케ᄒᆞ라ᄒᆞ니이업이머리를ᄯᆞ희두다리며ᄉᆞ죄왈과연홍장군이각읍의다니며쟉난ᄒᆞ와민심을소동케ᄒᆞ시ᄆᆡ국왕이진로ᄒᆞ시긔로신ᄌᆞ의도리의안ᄌᆞᆺ지못ᄒᆞ와발포ᄎᆞ로봉명ᄒᆞ고나와ᄊᆞ오니인간의무죄ᄒᆞᆫ목슘을안셔ᄒᆞ옵소셔,"이업을 잡아 정하에 꿇리니 전상에서 수죄하는 소리나며 꾸짖어 왈,
""네 감히 활빈당 장수 홍길동을 수이 보고 잡기를 자당하느냐? 홍장군이 하늘의 명을 받아 팔도에 다니며 탐관오리와 비리로 취하는 놈의 재물을 앗아 불쌍한 백성을 구휼하거늘, 너회 놈이 나라를 속이고 임금에게 무고하여 옳은 사람들 해코자 하매, 지부에서 너같은 간사한 유를 잡아다가 다른 사람을 경계코자 하시니 한치 말라.""
하고, 황건역사를 명하여 왈,
""이업을 잡아 풍도에 붙여 영불출세케 하라.""
하니, 이업이 머리를 땅에 두드리며 사죄 왈,
""과연 홍장군이 각 읍에 다니며 작란하여 민심을 소동케 하시매 국왕이 진로하시기로 신자의 도리에 앉아있지 못하여 발포차로 봉명하고 나왔사오니 인간의 무죄한 목숨을 안서하옵소서."""
무슈히ᄋᆡ결ᄒᆞ니좌우졔인이며젼상으셔그거동을보고크게우희며군ᄉᆞ을명ᄒᆞ야이업을ᄒᆡ박ᄒᆞ여졍상의안치고슐을권ᄒᆞ며왈그ᄃᆡ머리을드러날을보라나ᄂᆞᆫ곳쥬졈의셔맛ᄂᆞ던ᄉᆞᄅᆞᆷ이요그ᄉᆞᄅᆞᆷ은곳홍길동이라그ᄃᆡᄀᆞᆺᄐᆞᆫ이ᄂᆞᆫ슈만명이라도나를ᄌᆞᆸ지못ᄒᆞᆯ지라그ᄃᆡ을유인ᄒᆞ여이리오긔난우리위염을뵈게ᄒᆞ미요일후의그ᄃᆡ와ᄀᆞᆺ치범남ᄒᆞᆫᄉᆞᄅᆞᆷ이잇거든그ᄃᆡ로ᄒᆞ여곰말이이게ᄒᆞ미로라ᄒᆞ고ᄯᅩ두어ᄉᆞᄅᆞᆷ을ᄌᆞᄇᆞ드려졍하의ᄭᅮᆯ이고슈죄왈너희을일병벼힐거시로ᄃᆡ이위이업살여도라보ᄂᆡ긔로너희도방송ᄒᆞᄂᆞ니도라ᄀᆞ일후의ᄂᆞᆫ다시홍장군잡긔을ᄉᆡᆼ의치말나ᄒᆞ니이업이그졔야인간인쥴아ᄂᆞ븟그러아모말도못ᄒᆞ고머리을슈긔ᄌᆞᆷᄌᆞᆷᄒᆞ더니이윽키안ᄌᆞ다ᄀᆞᄌᆞᆷᄀᆞᆫ조오더니문득ᄭᆡ다르니ᄉᆞ지을요동치못ᄒᆞ고눈의보이ᄂᆞᆫ거시업ᄂᆞᆫ지라,"무수히 애걸하니, 좌우 제인이며 전상에서 그 거동을 보고 크게 웃으며, 군사를 명하여 이업을 해박하여 전상에 앉히고 술을 권하며 왈,
""그대 머리를 들어 나를 보라. 나는 곧 주점에서 만났던 사람이요, 그 사람은 곧 홍길동이라. 그대같은 이는 수만 명이라도 나를 잡지 못할지라. 그대를 유인하여 이리 오기는 우리 위엄을 보이게 함이요, 일후에 그대와 같이 범람한 사람이 있거든 그대로 하여금 말리게 함이로다.""
하고, 또 두어 사람을 잡아들여 정하에 꿇리고 수죄 왈,
""너희들 일변 벨 것이로되 이미 이업 살려 돌려보내기로 너희도 방송하나니 돌아가 일후에는 다시 홍장군 잡기를 생의치 맡라.""
하니, 이업이 그제야 인간인 줄 아나 부끄러워 아무 말도 못하고 머리를 숙여 잠잠하더니, 이윽히 앉았다가 잠간 졸더니, 문득 깨달으니 사지를 요동치 못하고 눈에 보이는 것이 없는지라."
쥭도록버셔ᄂᆞ니ᄀᆞ쥭푸ᄃᆡ예드럿ᄂᆞᆫ지라그압푸ᄯᅩᄀᆞ쥭푸ᄃᆡ두리달여거날ᄭᅳᆯ너보니어졔밤의ᄒᆞᆷ긔쟙피여ᄀᆞᆺ던ᄉᆞᄅᆞᆷ이요문경으로보ᄂᆡᆫ군ᄉᆞ라이업이어이업셔우어왈나난엇더ᄒᆞᆫ소년의게속커여이리이리ᄒᆞ엿거니와너희난엇전년고냐므르니그군ᄉᆞ셔로우어왈소인등은아모쥬졈의셔ᄌᆞ옵더니엇지ᄒᆞ여이고듸이른쥴아지못ᄒᆞᄂᆡ이다ᄒᆞ고ᄉᆞ면을살펴보니쟝안북약일네라이업왈허망ᄒᆞᆫ일이로다ᄉᆞᆷᄀᆞ발구치말나ᄒᆞ더라,"죽도록 벗어나니 가죽 부대에 들어있는지라. 그 앞에 또 가죽 부대 둘이 달렸거늘, 끌러 보니 어젯밤에 함께 잡혀 갔던 사람이요, 문경으로 보낸 군사라. 이업이 어이없어 웃어 왈,
""나는 어떠한 소년에게 속아 이러이러 하였거니와 너희는 어떤 연고냐?""
물으니, 그 군사 서로 웃어 왈,
""소인 등은 아무 주점에서 자옵더니 어찌하여 이곳에 이른 줄 알지 못하나이다.""
하고, 사면을 살펴보니 장안 북악이더라. 이업 왈,
""허망한 밀이로다! 삼가 발구치 맡라.""
하더라."
이젹의길동의슈단이신츌귀몰ᄒᆞ야팔도의횡ᄒᆡᆼᄒᆞ되능히알ᄌᆡ업ᄂᆞᆫ지라슈령의간상을젹발ᄒᆞ여어ᄉᆞ로츌도ᄒᆞ야션참후게ᄒᆞ며각읍진공뇌믈을낫낫치탈취ᄒᆞ니장안ᄇᆡᆨ관이구ᄎᆞ막심ᄒᆞ더라혹초헌을타고장안ᄃᆡ로로왕ᄂᆡᄒᆞ며작난ᄒᆞ니상ᄒᆞ인민이셔로의혹ᄒᆞ야고이ᄒᆞᆫ일이만ᄒᆞ여일국이소동ᄒᆞᄂᆞᆫ지라상이크게근심ᄒᆞ시더니우승상이쥬왈신이듯ᄉᆞ오니도젹홍길동은젼승상홍모의셔ᄌᆞ라ᄒᆞ오니이졔홍모을ᄀᆞ두시고그형이조판셔길현으로경상감ᄉᆞ을보위ᄒᆞ옵셔날을졍ᄒᆞ여그셔졔길동을ᄌᆞᄇᆞ밧치라ᄒᆞ오면졔아모리불츙무도ᄒᆞᆫ놈이나그부형의낫츨보와스ᄉᆞ로잡필ᄀᆞᄒᆞᄂᆞ이다샹이이말을드르시고즉시홍문을금부의ᄀᆞ두라ᄒᆞ시고길현을ᄑᆡ초ᄒᆞ시니라,"이때에 길동의 수단이 신출귀몰하여 팔도에 횡행하되 능히 알 자가 없는지라. 수령의 간상을 적발하여 어사로 출도하여 선참후계하며, 각 읍 진공뇌물을 낱낱이 탈취하니 장안 백관이 구차막심하더라. 혹 초헌을 타고 장안 대로로 왕래하며 작란하니 상하 이민이 서로 의혹하여 괴이한 일이 많아 일국이 소동하는지라. 상이 크게 근심하시더니 우승상이 주왈,
""신이 듣자오니 도적 홍길동은 전 승상 홍모의 서자라 하오니, 이제 홍모를 가두시고, 그 형 이조판서 길현으로 경상감사를 보위하셔서 날을 정하여 그 서제 길동을 잡아 바치라 하오면, 제 아무리 불충무도한 놈이나 그 부형의 낯을 보아 스스로 잡힐까 하나이다.""
상이 이 말을 들으시고, 즉시 홍문을 금부에 가두라 하시고 길현을 패초하시니라."
이젹의홍승상이길동이ᄒᆞᆫ번ᄯᅥ난후로소식이업셔거쳐를모로며ᄂᆡ두의무슨일이잇슬ᄀᆞ염예ᄒᆞ시더니쳔만몽ᄆᆡ밧긔길동이나라도젹이되여이럿ᄐᆞᆺ작난ᄒᆞᄆᆡ놀나온마음이엇지ᄒᆞᆯ쥴모로고이ᄉᆞ연을미리나라의품ᄒᆞ긔도어렵고모로ᄂᆞᆫ쳬안ᄌᆞᆺ긔도어려워일염의멍이되여침셕의눕고이지못ᄒᆞᄂᆞᆫ지라쟝ᄌᆞ길현이이조ᄑᆞᆫ셔의잇더니부친의병셰위즁ᄒᆞ시ᄆᆡ말뮈를쳥ᄒᆞ여집의도라와ᄯᅴ을ᄭᅳ르지아니ᄒᆞ고병측의모셔조ᄎᆞᆷ의나ᄋᆞᄀᆞ지아니ᄒᆞᆫ지이무달이나문지라조졍ᄉᆞ긔을아지못ᄒᆞ더니믄득법관이나와조명을젼ᄒᆞ고승상을젼옥의나류오고판셔를ᄑᆡ초ᄒᆞ시난지라일가황황분쥬ᄒᆞ더라,"이때에 홍승상이 길동이 한 번 떠난 후로 소식이 억어 거처를 모르며 내두에 무슨 일이 있을까 염려하시더니, 천만몽매 밖에 길동이 나라 노럭지 되어 이렇듯 작란하매, 놀랜 마음에 어찌할 줄 모르고 이사연을 미리 나라에 폼하기도 어렵고 모르는 체 앉아있기도 어려워 일념에 병이 되어 침석에 놉고 일어나지 못하는지라. 장자 길현이 이조판서로 있더니 부친의 병세 위중하시매 말미를 청하여 집에 돌아와 띠를 끄르지 아니하고 병측에 모셔 조참에 나아가지 아니한지 이미 달이 넘은지라. 조정 사기를 알지 못하더니, 믄득 법관이 나와 조명을 전하고 승상을 전옥에 내리우고 판서를 패초하시는지라 일가 황황분주하더라."
판셔궐하의나ᄋᆞᄀᆞᄃᆡ죄ᄒᆞ니상이ᄀᆞᄅᆞᄉᆞᄃᆡ경의셔졔길동이나ᄅᆞ의도젹이되여범남ᄒᆞ미이ᄀᆞᆺᄐᆞ니그죄을의논ᄒᆞ면맛당이연좌ᄒᆞᆯ거시로되고위안셔ᄒᆞ나니이졔로경상도의나려ᄀᆞ길동을ᄌᆞ바홍씨일문지환을면케ᄒᆞ라ᄒᆞ시니길현이복지쥬왈쳔ᄒᆞᆫ동ᄉᆡᆼ이일즉ᄉᆞᄅᆞᆷ을쥭이고도망ᄒᆞ여나ᄀᆞᆺᄉᆞ오ᄆᆡ종젹을모로옵더니이러ᄐᆞᆺ즁죄을지으니신의죄맛당히벼혐즉ᄒᆞ오며신의아비나히팔십의쳔ᄒᆞᆫᄌᆞ식이나라의도젹이되엿ᄉᆞ오ᄆᆡ일노병이되여ᄉᆞ경의잇ᄉᆞ오니복월젼하ᄂᆞᆫ하ᄒᆡᄀᆞᆺᄐᆞᆫ은덕을ᄂᆡ리오ᄉᆞ신의아비로ᄒᆞ여곰집의도라ᄀᆞ조병ᄒᆞ게ᄒᆞ시면신이나려ᄀᆞ와셔졔길동을ᄌᆞᄇᆞ젼하의밧치리다ᄒᆞ니상이그효셩을감동ᄒᆞᄉᆞ홍모난집의로보ᄂᆡ여치병ᄒᆞ라ᄒᆞ시고길현으로경삼감ᄉᆞ을보위ᄒᆞᄉᆞ날을졍ᄒᆞ여쥬시니판셔황은을ᄇᆡᆨᄇᆡ치ᄉᆞᄒᆞ고경상도의나려와각읍의ᄒᆡᆼ관ᄒᆞ야방방곡곡히방셔을븟쳐길동을ᄎᆞ즈니,"판서 궐하에 나가 대죄하니, 상이 가라사대,
""경의 서제 길동이 나라의 도적이 되어 범람함이 이 같으니 그 죄를 의논하면 마땅히 연좌할 것이로되 고위안서하나니 이제로 경상도에 내려가 길동을 잡아 홍시 일문지화을 면케하라.""
하시니, 길현이 복지 주왈,
""천한 동생이 일찍 사람을 죽이고 도망하여 나갔사오매 종적을 모르옵더니 이렇듯 중죄를 지으니 신의 죄 마땅히 베임즉하오며, 신의 아비 나이 팔십에 천한 자식이 도적이 되었사오매 이로 병이 되어 사경에 있사오니, 복원 전하는 하해같은 은덕을 내리사 신의 아비로 하여금 집에 돌아가 조병하게 하시면 신이 내려가서 서제 길동을 잡아 전하에게 바치리다.""
하니, 상이 그 효성을 감동하, 홍모는 집으로 보내어 치병하라 하시고, 길현으로 경상감사를 보위하사 날을 정하여 주시니, 판서 황은 을 백배치사하고 경상도에 내려와 각 읍에 행관하여 방방곡곡에 방서를 붙여 길동을 찾으니,"
